latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-32.24784,123.40135,302.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.5,0.6,N
-32.24831,123.40575,308.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,1.2,N
-32.2497,123.41888,304.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,0.9,N
-32.24684,123.35229,310.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,0.8,N
-32.2473,123.35669,307.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,0.8,N
-32.24777,123.36105,307,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.7,0.8,N
-32.24824,123.36542,303.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290,0.8,N
-32.24965,123.37865,301.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,0.8,N
-32.25012,123.38309,310.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,0.8,N
-32.2506,123.38754,305.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.9,0.9,N
-32.25248,123.40515,302.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,0.9,N
-32.25294,123.40954,303.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.8,0.9,N
-32.2534,123.41391,318.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,1.6,N
-32.25387,123.41828,315.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1.6,N
-32.25434,123.42269,310.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1,N
-32.25481,123.42712,302.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1,N
-32.25052,123.3473,304.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.9,1.5,N
-32.25098,123.3517,303.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.8,0.8,N
-32.25146,123.35607,302.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,0.8,N
-32.25192,123.36041,305.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.8,0.8,N
-32.25239,123.36478,307.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.7,0.8,N
-32.25333,123.37358,303.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,289.8,1.5,N
-32.25381,123.37802,308,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,0.8,N
-32.25428,123.38246,305.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,0.8,N
-32.25476,123.3869,310.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,0.9,N
-32.25523,123.39133,300.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.2,0.9,N
-32.2557,123.39577,311.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1.4,N
-32.25617,123.40015,305.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1.4,N
-32.25664,123.40455,310.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,0.9,N
-32.2571,123.40892,308.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,0.9,N
-32.25757,123.41329,314.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1.6,N
-32.25804,123.41769,315.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1.6,N
-32.25851,123.4221,312.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.9,1,N
-32.25898,123.42652,308.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1,N
-32.25945,123.43093,302.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,1,N
-32.26221,123.41709,323.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,1.9,N
-32.26268,123.42152,326.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.5,2.4,N
-32.2542,123.34232,304.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,0.9,N
-32.25467,123.34672,305.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.9,0.9,N
-32.25514,123.3511,301.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.2,0.8,N
-32.25561,123.35547,308.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,0.8,N
-32.25608,123.35982,308.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,0.9,N
-32.25655,123.36417,304,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,0.9,N
-32.25702,123.36857,303,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,0.9,N
-32.25749,123.37299,303.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,289.8,0.9,N
-32.25796,123.37743,314,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.5,1,N
-32.25844,123.38186,310.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.1,1,N
-32.25891,123.3863,305.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.6,1,N
-32.25939,123.39072,306.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1,N
-32.25986,123.39516,309.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,0.9,N
-32.26033,123.39955,306.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.7,0.9,N
-32.2608,123.40395,311,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1.3,N
-32.26127,123.40831,307.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.6,1.3,N
-32.26174,123.41268,317.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.9,N
-32.26315,123.42593,314,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,2.4,N
-32.26638,123.4165,320.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,1.9,N
-32.26685,123.42093,335.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,293.8,2.4,N
-32.25787,123.33729,305.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.9,1.3,N
-32.25835,123.34169,310.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,0.9,N
-32.25882,123.34612,310.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,0.9,N
-32.25929,123.35049,304.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,0.8,N
-32.25976,123.35487,307.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,0.8,N
-32.26023,123.35923,307.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,0.9,N
-32.2607,123.36359,309,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.7,0.9,N
-32.26117,123.36798,305.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,0.9,N
-32.26212,123.37682,307.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,1,N
-32.2626,123.38126,301.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,1,N
-32.26308,123.3857,309.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.7,1,N
-32.26355,123.39014,311.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1,N
-32.26402,123.39457,305.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,0.9,N
-32.2645,123.39895,307.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.8,0.9,N
-32.26497,123.40334,316.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,1.3,N
-32.26543,123.40771,315.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.9,1.3,N
-32.2659,123.41208,304.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.5,1.9,N
-32.26733,123.42535,310.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,2.4,N
-32.26202,123.33666,309.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1,N
-32.26249,123.34107,316.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,1.4,N
-32.26297,123.3455,311.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.7,1.4,N
-32.26344,123.3499,305.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1,N
-32.26392,123.35428,306.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1,N
-32.26439,123.35863,310.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1.2,N
-32.26486,123.363,311.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1.2,N
-32.26533,123.36739,305.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.5,0.8,N
-32.26581,123.37182,303.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,0.8,N
-32.26628,123.37625,310.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.8,1.2,N
-32.26676,123.38068,301.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,1.2,N
-32.26724,123.38512,301.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.2,1.2,N
-32.26771,123.38955,310.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1.2,N
-32.26819,123.39397,318.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,1.7,N
-32.26866,123.39836,314.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1.7,N
-32.26913,123.40273,318.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.7,2.1,N
-32.2696,123.40712,319.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,2.1,N
-32.27007,123.41149,312.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.8,N
-32.27055,123.4159,318.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,1.8,N
-32.27102,123.42033,320,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.7,2.7,N
-32.27377,123.4065,324,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,2.1,N
-32.26569,123.33165,301.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1,N
-32.26616,123.33604,309.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1,N
-32.26664,123.34045,314,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.4,N
-32.26712,123.34489,312.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,1.4,N
-32.26759,123.3493,308.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1,N
-32.26807,123.35367,311.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1,N
-32.26901,123.36243,301.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,1.2,N
-32.26949,123.36682,301.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,0.8,N
-32.26996,123.37123,308.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.8,0.8,N
-32.27044,123.37567,315,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.2,N
-32.27092,123.38011,314.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1.2,N
-32.2714,123.38455,314,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.2,N
-32.27188,123.38897,314.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1.2,N
-32.27235,123.39336,310.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1.7,N
-32.27282,123.39777,320,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.2,1.7,N
-32.2733,123.40214,319.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,2.1,N
-32.27424,123.41089,317.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,1.8,N
-32.27471,123.41531,316.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.7,1.8,N
-32.2784,123.4103,324.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.2,1.6,N
-32.26889,123.32233,301.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1,N
-32.26936,123.32669,306.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1,N
-32.26984,123.33106,306.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.1,N
-32.27031,123.33544,312.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1.1,N
-32.27079,123.33986,310.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.3,N
-32.27127,123.34428,312.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,1.3,N
-32.27175,123.34869,304.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.7,1.3,N
-32.27222,123.35308,309.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1.3,N
-32.27269,123.35745,309.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.1,N
-32.27317,123.36185,307.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.5,1.1,N
-32.27365,123.36625,315.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.6,N
-32.27412,123.37066,312.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.6,N
-32.2746,123.3751,319.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.2,1.8,N
-32.27509,123.37954,315.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.8,N
-32.27556,123.38395,315.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.5,N
-32.27604,123.38837,310.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,1.5,N
-32.27652,123.39276,310.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1.2,N
-32.27699,123.39715,309.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.2,N
-32.27746,123.40154,314.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1.6,N
-32.27794,123.40592,316.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.6,N
-32.27888,123.41473,306.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.1,1.6,N
-32.2759,123.34809,320.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.8,1.3,N
-32.2683,123.27826,302.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1,N
-32.27209,123.31303,319.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,293,1.4,N
-32.27256,123.31738,301.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.4,N
-32.27303,123.32174,317.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.5,1,N
-32.27351,123.3261,305.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.2,1,N
-32.27446,123.33485,303.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.1,N
-32.27494,123.33927,308.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.7,1.3,N
-32.27542,123.34368,317.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.4,1.3,N
-32.27637,123.35249,312.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.7,1.3,N
-32.27686,123.3569,306,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,1.1,N
-32.27733,123.36127,314.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1.1,N
-32.27781,123.36568,318,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.6,N
-32.27829,123.37007,314.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.6,N
-32.27877,123.37451,318.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.6,1.8,N
-32.27924,123.37895,316.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.4,1.8,N
-32.27973,123.38336,316.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.3,1.5,N
-32.2802,123.38778,313.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.5,N
-32.28068,123.39216,306.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1.2,N
-32.28115,123.39655,310.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.2,N
-32.28162,123.40092,309.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.6,N
-32.2821,123.4053,319.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.6,N
-32.28257,123.40969,308.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.7,1.6,N
-32.27575,123.30801,330.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,294.2,4.1,N
-32.27909,123.33868,320.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,293,1.9,N
-32.27957,123.34308,333.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,294,1.9,N
-32.28006,123.3475,322.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,293.1,1.6,N
-32.27623,123.31239,306.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,1.3,N
-32.27861,123.33426,308.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.8,N
-32.28053,123.35191,308.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.6,N
-32.28101,123.3563,306.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.4,N
-32.28149,123.36069,317.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.2,1.4,N
-32.28197,123.3651,314.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,1.4,N
-32.28245,123.36948,305.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1.4,N
-32.28292,123.37391,307.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.3,N
-32.28341,123.37835,311.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.3,N
-32.28389,123.38277,309.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1.6,N
-32.28436,123.38716,311.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1.6,N
-32.28484,123.39156,303.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1,N
-32.28532,123.39594,310.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1,N
-32.28579,123.40031,308.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.3,N
-32.28626,123.40468,309.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1.3,N
-32.27893,123.29866,339.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,294.5,2.4,N
-32.27466,123.25967,303.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,0.8,N
-32.27514,123.26402,305.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,0.8,N
-32.27562,123.26834,307.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.6,N
-32.27846,123.2943,302.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,2.4,N
-32.28324,123.33805,308.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.9,N
-32.28372,123.34247,301.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,1.9,N
-32.2842,123.34686,309.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.6,N
-32.28468,123.35126,317.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.6,N
-32.28516,123.35566,307.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,1.4,N
-32.28564,123.36008,319.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.9,1.4,N
-32.28612,123.36449,310.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.4,N
-32.28661,123.36891,317.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,1.4,N
-32.28709,123.37332,317.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.3,N
-32.28757,123.37775,307.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,1.3,N
-32.28901,123.39096,305.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.6,1,N
-32.28948,123.39536,306.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.5,1,N
-32.27927,123.26338,323.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.9,1.5,N
-32.27975,123.26773,322.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,293.4,3,N
-32.29028,123.36385,322.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.7,N
-32.29124,123.37273,327.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,293.6,2,N
-32.27735,123.24597,304.7,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,0.7,N
-32.27783,123.25033,310.2,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,0.8,N
-32.27831,123.25468,304.3,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.3,0.8,N
-32.27879,123.25904,301.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.2,1.5,N
-32.28979,123.35943,313.2,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.7,N
-32.29076,123.36829,314.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.4,1.7,N
-32.29173,123.37715,315.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,2,N
-32.29221,123.38156,306,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,2.3,N
-32.29317,123.39036,303.9,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.8,1.1,N
-32.29539,123.37208,320.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.4,2,N
-32.28051,123.2366,303.5,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,0.6,N
-32.28099,123.24097,304.8,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291,0.7,N
-32.28196,123.24971,307.5,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,0.8,N
-32.28244,123.25408,301.8,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.1,0.8,N
-32.29443,123.3632,303.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.3,1.7,N
-32.29491,123.36765,318,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.6,1.7,N
-32.29588,123.37652,314.5,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,2,N
-32.28463,123.23597,313,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.4,1.2,N
-32.28609,123.24908,304.4,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.3,N
-32.28705,123.25781,315.3,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.3,1.4,N
-32.28876,123.23533,310.8,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.2,N
-32.28924,123.23972,307.3,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.9,N
-32.28294,123.2377,310.2,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.3,N
-32.28431,123.25085,311.8,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.7,1.2,N
-32.28476,123.2552,302.4,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.9,1.2,N
-32.28521,123.25956,303.7,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.3,N
-32.29655,123.36898,306.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.4,1.2,N
-32.297,123.37342,316.1,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.2,N
-32.29746,123.37788,303.6,0.41,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.6,1.2,N
-32.28706,123.23706,311.8,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.2,1.3,N
-32.29073,123.23205,306,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.1,N
-32.29119,123.23642,310.9,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.1,N
-32.29165,123.24081,309.4,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.4,1.1,N
-32.29531,123.23579,321.5,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.8,1.1,N
-32.29486,123.23144,305.5,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,1.1,N
-32.29577,123.24017,305.5,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,290.9,1.1,N
-32.29944,123.23519,321.3,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.3,1.6,N
-32.29852,123.22645,302.8,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,0.6,N
-32.29898,123.23082,315,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,1.6,N
-32.2999,123.23956,306.6,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.7,1.7,N
-32.34693,123.6954,315.1,0.43,0.46,2020-01-06,1712,1,nominal,1.0NRT,291.6,2.2,N
-32.30357,123.23457,320.6,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.6,N
-32.30265,123.22585,305.7,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,0.6,N
-32.30311,123.2302,313.8,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,1.6,N
-32.30402,123.23895,318.8,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.6,1.7,N
-32.30677,123.22523,308.4,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.1,1.2,N
-32.30723,123.22959,313.5,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292,1.5,N
-32.30769,123.23396,309.4,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.2,1.5,N
-32.30816,123.23833,302.6,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,291.5,0.5,N
-32.3109,123.22463,317,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.9,1.2,N
-32.31136,123.22897,319.6,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,292.2,1.5,N
-32.35123,123.61117,303.3,0.42,0.46,2020-01-06,1712,1,nominal,1.0NRT,290.2,0.5,N
-32.31502,123.22406,329.4,0.4,0.45,2020-01-06,1712,1,nominal,1.0NRT,293.9,1.7,N
